net.jforum.core.SessionManagerTestCase.setup,SessionManagerTestCase.java,"void setup() {
		goodCookie = new Cookie[] {
			new Cookie(""cookieNameData"", ""2""),
			new Cookie(""cookieUserHash"", MD5.hash(""123"")),
			new Cookie(""cookieAutoLogin"", ""1"")
		};
		
		
		when(config.getInt(ConfigKeys.ANONYMOUS_USER_ID)).thenReturn(1);
		when(config.getValue(ConfigKeys.ANONYMOUS_USER_ID)).thenReturn(""1"");
		when(config.getValue(ConfigKeys.COOKIE_USER_ID)).thenReturn(""cookieNameData"");
		when(config.getValue(ConfigKeys.COOKIE_USER_HASH)).thenReturn(""cookieUserHash"");
		when(config.getValue(ConfigKeys.COOKIE_AUTO_LOGIN)).thenReturn(""cookieAutoLogin"");
		when(config.getValue(ConfigKeys.AUTHENTICATION_TYPE)).thenReturn(""x"");
		when(request.getSession()).thenReturn(httpSession);
	}
"
net.jforum.core.SessionManagerTestCase.tearDown,SessionManagerTestCase.java,"void tearDown() {
		// FIXME: that shouldn't be needed...
		manager.reinitialiseAllSessions();
	}
"
net.jforum.core.SessionManagerTestCase.loginAfterTimeoutShouldFetchFromSessionRepositoryExpectLastVisitCorrect,SessionManagerTestCase.java,"void loginAfterTimeoutShouldFetchFromSessionRepositoryExpectLastVisitCorrect() {
		UserSession us = this.newUserSession(""123"");
		us.getUser().setId(2);
		us.setCreationTime(1);
		us.setLastAccessedTime(2);
		us.setLastVisit(3);
		
		Session session = new Session();
		session.setLastVisit(new Date(7));
		
		when(sessionRepository.get(2)).thenReturn(session);
		
		manager.add(us);
		
		assertEquals(7, us.getLastVisit());
	}
"
net.jforum.core.SessionManagerTestCase.loginBackBeforeExpireExpectLastVisitCorrect,SessionManagerTestCase.java,"void loginBackBeforeExpireExpectLastVisitCorrect() {
		UserSession us = this.newUserSession(""123""); us.getUser().setId(2);
		us.setCreationTime(1); us.setLastVisit(9);

		manager.add(us);
		assertEquals(1, manager.getTotalUsers());

		UserSession us2 = this.newUserSession(""456""); us2.getUser().setId(2);
		us2.setCreationTime(1); us2.setLastVisit(5);

		manager.add(us2);
		
		assertEquals(9, us2.getLastVisit());
		assertEquals(1, manager.getTotalUsers());
	}
"
net.jforum.core.SessionManagerTestCase.storeSessionNotRegisteredShouldIgnore,SessionManagerTestCase.java,"void storeSessionNotRegisteredShouldIgnore() {
		manager.storeSession(""invalid"");
	}
"
net.jforum.core.SessionManagerTestCase.storeSessionExpectSuccess,SessionManagerTestCase.java,"void storeSessionExpectSuccess() {
		when(httpSession.getId()).thenReturn(""123"");
	
		UserSession us = new UserSession();
		us.setSessionId(""123"");
		us.setRequest(request);
		us.setResponse(response);
		us.getUser().setId(2);

		manager.add(us);
		manager.storeSession(""123"");
		
		verify(sessionRepository).add(notNull(Session.class));
	}
"
net.jforum.core.SessionManagerTestCase.storeSessionIsAnonymousShouldIgnore,SessionManagerTestCase.java,"void storeSessionIsAnonymousShouldIgnore() {
		when(httpSession.getId()).thenReturn(""123"");
	
		UserSession us = new UserSession();
		us.setSessionId(""123"");
		us.getUser().setId(1);

		manager.add(us);
		manager.storeSession(""123"");
	}
"
net.jforum.core.SessionManagerTestCase.autoLoginAllInformationIsGoodShouldAccept,SessionManagerTestCase.java,"void autoLoginAllInformationIsGoodShouldAccept() {
		commonAutoLoginMockAction();
		User user = new User();
		user.setId(2);
		user.setSecurityHash(""123"");
		
		UserSession userSession = new UserSession();
		userSession.setRequest(request);
		userSession.setResponse(response);

		when(request.getCookies()).thenReturn(goodCookie);
		when(userRepository.get(2)).thenReturn(user);
		
		manager.refreshSession(userSession);

		verify(httpSession).setAttribute(ConfigKeys.LOGGED, ""1"");
	}
"
net.jforum.core.SessionManagerTestCase.autoLoginValidUserInvalidSecurityHashShouldDeny,SessionManagerTestCase.java,"void autoLoginValidUserInvalidSecurityHashShouldDeny() {
		this.commonAutoLoginMockAction();
		User user = new User();
		user.setId(2);
		user.setSecurityHash(""abc"");

		UserSession userSession = new UserSession();
		userSession.setRequest(request);
		userSession.setResponse(response);

		when(request.getCookies()).thenReturn(goodCookie);
		when(userRepository.get(2)).thenReturn(user);
		when(userRepository.get(1)).thenReturn(new User());
		
		manager.refreshSession(userSession);
	}
"
net.jforum.core.SessionManagerTestCase.autoLoginValidUserEmptySecurityHashShouldDeny,SessionManagerTestCase.java,"void autoLoginValidUserEmptySecurityHashShouldDeny() {
		this.commonAutoLoginMockAction();
		User user = new User();
		user.setId(2);
		user.setSecurityHash(null);
		
		UserSession userSession = new UserSession();
		userSession.setRequest(request);
		userSession.setResponse(response);

		when(request.getCookies()).thenReturn(goodCookie);
		when(userRepository.get(2)).thenReturn(user);
		when(userRepository.get(1)).thenReturn(new User());

		manager.refreshSession(userSession);
	}
"
